t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran
1788460114.0974665,11,,,0.9980201721191406,0.11439999798312783,0.01309999788645655,1,,0,0,0,,0,hover,0.05129999772179872,1
1788460114.1862311,20,0.08876466751098633,11.265743769909697,18.981456756591797,44.84289999527391,0.009900002623908222,1,,0,0,0,44.76620000787079,1,hover,0.04150001041125506,1
1788460114.2101645,39,0.02393341064453125,41.78259483583041,6.016254425048828,0.03329999162815511,0.0049000082071870565,1,,0,0,0,,0,hover,0.01619999238755554,1
1788460114.2729993,45,0.0628347396850586,15.914763155098882,1.9948482513427734,39.64879999693949,0.006000002031214535,1,11.456299995188601,1,0,0,28.159000008599833,1,hover,0.019699989934451878,1
1788460114.2879565,62,0.014957189559936523,66.8574798756675,2.9685497283935547,0.033899996196851134,0.0043000036384910345,1,,0,0,0,,0,hover,0.01580000389367342,1
1788460114.3440921,68,0.05613565444946289,17.81399023147165,1.9965171813964844,36.86860000016168,0.00549999822396785,1,,0,0,0,36.811400001170114,1,hover,0.035299992305226624,1
1788460114.35557,84,0.011477947235107422,87.12359270491463,0.9996891021728516,0.03670000296551734,0.005199995939619839,1,,0,0,0,,0,hover,0.016400008462369442,1
1788460114.4034603,89,0.04789018630981445,20.881104816146088,1.9943714141845703,35.02329999173526,0.010200004908256233,1,6.688699999358505,1,0,0,28.280300000915304,1,hover,0.03139999171253294,1
1788460114.4189603,108,0.015500068664550781,64.51584322894234,0.9975433349609375,0.053099996875971556,0.008400005754083395,1,,0,0,0,,0,hover,0.023500004317611456,1
1788460114.4568634,112,0.0379030704498291,26.383086861621493,2.985239028930664,24.983199997222982,0.00549999822396785,1,,0,0,0,24.94799999112729,1,hover,0.016300007700920105,1
1788460114.4673455,127,0.010482072830200195,95.40097805072216,0.9973049163818359,0.03600001218728721,0.0053000112529844046,1,,0,0,0,,0,hover,0.016299993149004877,1
1788460114.5097833,128,0.04243779182434082,23.56390276240611,1.4486312866210938,27.279900008579716,0.005900001269765198,1,5.662099996698089,1,0,0,21.584800007985905,1,hover,0.01930000144056976,1
1788460114.552677,129,0.04289364814758301,23.313475145768138,1.9998550415039062,0.034199998481199145,0.006300004315562546,1,,0,0,0,,0,hover,0.01409999094903469,1
1788460114.6025352,130,0.04985833168029785,20.056828343399275,0.9968280792236328,18.862600001739338,0.004899993655271828,1,,0,0,0,18.831900000805035,1,hover,0.014599994756281376,1
1788460114.6184928,131,0.01595759391784668,62.666088957284366,0.0,0.031400006264448166,0.00449999060947448,1,,0,0,0,,0,hover,0.013700002455152571,1
1788460114.6759849,132,0.05749201774597168,17.39371897536276,0.9968280792236328,25.449699998716824,0.005299996701069176,1,5.632200001855381,1,0,0,19.786299992119893,1,hover,0.01850000990089029,1
1788460114.695338,133,0.019353151321411133,51.6711714486344,0.9968280792236328,0.04640000406652689,0.00650000583846122,1,,0,0,0,,0,hover,0.02099999983329326,1
1788460114.784238,134,0.08890008926391602,11.248582631130088,1.9953250885009766,29.988099995534867,0.0042000028770416975,1,,0,0,0,29.956600003060885,1,hover,0.01580000389367342,1
1788460114.7932124,135,0.008974313735961914,111.42913312611249,10.96963882446289,0.033500007702969015,0.004999994416721165,1,,0,0,0,,0,hover,0.015200013876892626,1
1788460114.8512614,136,0.05804896354675293,17.226836430845054,0.9968280792236328,33.3595999982208,0.006600006599910557,1,6.6030000016326085,1,0,0,26.720899986685254,1,hover,0.020799998310394585,1
1788460114.8602378,137,0.008976459503173828,111.40249667994688,5.985021591186523,0.036299999919719994,0.005099995178170502,1,,0,0,0,,0,hover,0.016399993910454214,1
1788460114.9477885,138,0.08755064010620117,11.42196103634393,2.99072265625,23.211199993966147,0.005399997462518513,1,,0,0,0,23.170999993453734,1,hover,0.018999999156221747,1
1788460114.9579146,139,0.010126113891601562,98.75456771520061,7.938861846923828,0.03239999932702631,0.004699992132373154,1,,0,0,0,,0,hover,0.01479999627918005,1
1788460115.0167997,140,0.05888509750366211,16.98222542533464,0.9920597076416016,28.95719998923596,0.005699999746866524,1,6.488200000603683,1,0,0,22.435499995481223,1,hover,0.019699989934451878,1
1788460115.026842,141,0.010042428970336914,99.57750290828803,6.3457489013671875,0.032899988582357764,0.005699999746866524,1,,0,0,0,,0,hover,0.014299992471933365,1
1788460115.1111286,142,0.08428645133972168,11.864303029788726,5.482196807861328,23.279999993974343,0.004799992893822491,1,,0,0,0,23.245499993208796,1,hover,0.017099999240599573,1
1788460115.1211326,143,0.010004043579101562,99.95958055290752,4.020214080810547,0.04199999966658652,0.006300004315562546,1,,0,0,0,,0,hover,0.018699996871873736,1
