run_id,scenario,trial,t_start,t_end,duration_s,mode_at_start,mode_at_end,battery_at_start,success
20260903-195417_home_f1,face_following_activates,1,1788458267.3793044,1788458270.0483,2.6689956188201904,hover,face,78.0,True
20260903-195417_home_f1,face_following_activates,2,1788458270.9577408,1788458274.5070934,3.5493526458740234,face,face,77.0,True
20260903-195417_home_f1,face_following_activates,3,1788458275.1664708,1788458279.0773854,3.910914659500122,face,face,77.0,True
20260903-195417_home_f1,face_following_activates,4,1788458280.8190222,1788458283.23064,2.4116177558898926,face,face,76.0,True
20260903-195417_home_f1,face_following_activates,5,1788458285.3890378,1788458287.493781,2.104743242263794,hover,face,76.0,True
20260903-195417_home_f1,face_following_activates,6,1788458289.3711627,1788458290.7632384,1.392075777053833,face,face,75.0,True
20260903-195417_home_f1,face_following_activates,7,1788458293.1786983,1788458294.8514998,1.6728014945983887,hover,face,74.0,True
20260903-195417_home_f1,face_following_activates,8,1788458296.5925794,1788458298.8741941,2.2816147804260254,face,face,73.0,True
20260903-195417_home_f1,face_following_activates,9,1788458300.704759,1788458302.9593,2.2545411586761475,face,face,72.0,True
20260903-195417_home_f1,face_following_activates,10,1788458305.2386637,1788458307.1156893,1.8770256042480469,hover,face,72.0,True
20260903-195417_home_f1,face_following_activates,11,1788458308.9436636,1788458310.6539786,1.7103149890899658,face,face,72.0,True
20260903-195417_home_f1,face_following_activates,12,1788458312.3843977,1788458314.1252763,1.7408785820007324,face,face,71.0,True
20260903-195417_home_f1,face_following_activates,13,1788458315.4212472,1788458317.477982,2.056734800338745,face,face,71.0,True
20260903-195417_home_f1,face_following_activates,14,1788458319.065357,1788458320.8534942,1.7881371974945068,face,face,70.0,True
20260903-195417_home_f1,face_following_activates,15,1788458322.4422183,1788458324.623641,2.181422710418701,face,face,70.0,True
20260903-195417_home_f1,face_following_activates,16,1788458326.212926,1788458329.3504195,3.13749361038208,face,face,70.0,True
20260903-195417_home_f1,face_following_activates,17,1788458330.7877474,1788458333.2125113,2.4247639179229736,face,face,69.0,True
20260903-195417_home_f1,face_following_activates,18,1788458334.8561769,1788458336.7517405,1.8955636024475098,face,face,68.0,True
20260903-195417_home_f1,face_following_activates,19,1788458338.7477484,1788458341.011371,2.263622522354126,face,face,68.0,True
20260903-195417_home_f1,face_following_activates,20,1788458342.7838733,1788458344.98536,2.201486587524414,face,face,67.0,True
20260903-195417_home_f1,face_following_activates,21,1788458346.6349485,1788458349.0511818,2.4162333011627197,face,face,67.0,True
20260903-195417_home_f1,face_following_activates,22,1788458350.092046,1788458352.0039446,1.9118986129760742,face,face,66.0,True
20260903-195417_home_f1,face_following_activates,23,1788458353.2708168,1788458354.9053056,1.634488821029663,face,face,66.0,True
20260903-195417_home_f1,face_following_activates,24,1788458356.657702,1788458357.646707,0.9890050888061523,face,face,66.0,True
20260903-195417_home_f1,face_following_activates,25,1788458359.4417362,1788458360.6563625,1.2146263122558594,face,face,65.0,True
20260903-195417_home_f1,face_following_activates,26,1788458362.208709,1788458363.5440521,1.3353431224822998,face,face,65.0,True
20260903-195417_home_f1,face_following_activates,27,1788458364.9670665,1788458366.451442,1.4843754768371582,face,face,65.0,True
20260903-195417_home_f1,face_following_activates,28,1788458368.2019765,1788458369.5509796,1.3490030765533447,face,hover,64.0,True
20260903-195417_home_f1,face_following_activates,29,1788458370.8217514,1788458372.3941503,1.5723989009857178,face,face,64.0,True
20260903-195417_home_f1,face_following_activates,30,1788458373.5783086,1788458375.0479343,1.46962571144104,face,face,64.0,True
20260903-195417_home_f1,face_following_activates,31,1788458376.4840794,1788458377.829481,1.3454015254974365,face,face,63.0,True
