t,mode,command,det_reason,gesture,gesture_conf,face_raw,face_auth,hand_raw,hand_auth,battery,altitude_cm,llm_reason,llm_latency_ms,assoc_d,assoc_hands,assoc_mode,assoc_ok,assoc_reason,assoc_skeleton_hits,crop_ok,face_bbox_h,face_bbox_w,faceid_enrolled,faceid_enrolling,faceid_progress,faceid_score,flying,seq,t_any
1790261930.1294348,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,91.0,0.0,,0.0,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,10,5.74634313583374
1790261931.1395535,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,91.0,0.0,,0.0,,0,,0,no_face,0,True,393,393,False,False,0/20,-1.0,False,142,6.75646185874939
1790261932.1940613,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,91.0,0.0,,0.0,,0,,0,no_face,0,False,394,394,False,False,0/20,-1.0,False,167,7.77794337272644
1790261933.191962,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,91.0,0.0,,0.0,,0,,0,no_face,0,False,341,341,False,False,0/20,-1.0,False,191,8.77834177017212
1790261934.1983342,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,90.0,60.0,,0.0,,0,,0,no_face,0,False,341,341,False,False,0/20,-1.0,False,216,9.815242528915405
1790261934.355975,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,90.0,60.0,LLM error (ReadTimeout),4214.703199999349,,0,,0,no_face,0,True,280,280,False,False,0/20,-1.0,False,219,9.940295934677124
1790261934.4192655,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,90.0,60.0,LLM error (ReadTimeout),4214.703199999349,,0,,0,no_face,0,True,280,280,False,False,0/20,-1.0,False,221,10.013264894485474
1790261935.4602773,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,90.0,0.0,LLM error (ReadTimeout),4214.703199999349,,0,,0,no_face,0,True,256,256,False,False,0/20,-1.0,False,246,11.07718563079834
1790261935.876403,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,90.0,0.0,The drone is now hovering in the ground state without any battery warnings,1528.283999999985,,0,,0,no_face,0,True,242,242,False,False,0/20,-1.0,False,256,11.493311405181885
1790261936.9158378,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,90.0,0.0,The drone is now hovering in the ground state without any battery warnings,1528.283999999985,,0,,0,no_face,0,True,239,239,False,False,0/20,-1.0,False,281,12.51076889038086
