t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran
1790070963.0087888,13,,,1.9948482513427734,0.1284999307245016,0.014100107364356518,1,,0,,0,0,,0,hover,0.06299989763647318,1
1790070963.1314614,20,0.12267255783081055,8.151782417215069,22.93848991394043,62.522799940779805,0.006500049494206905,1,,0,,0,0,62.46709998231381,1,hover,0.02789997961372137,1
1790070963.1553967,39,0.023935317993164062,41.779265280102,7.978677749633789,0.04379998426884413,0.005700043402612209,1,,0,,0,0,,0,hover,0.017300015315413475,1
1790070963.2436776,45,0.08828091621398926,11.327476456814763,4.985809326171875,52.85530001856387,0.008600065484642982,1,16.66510000359267,1,,0,0,36.14380001090467,1,hover,0.026799971237778664,1
1790070963.2596316,61,0.015954017639160156,62.680136290274376,1.9948482513427734,0.04959991201758385,0.0072999391704797745,1,,0,,0,0,,0,hover,0.021200045011937618,1
1790070963.3100946,66,0.050462961196899414,19.81651445499086,1.9943714141845703,35.87520006112754,0.006300047971308231,1,,0,,0,0,35.83219996653497,1,hover,0.020700041204690933,1
1790070963.324666,80,0.014571428298950195,68.62745226369096,3.9892196655273438,0.053299940191209316,0.007899943739175797,1,,0,,0,0,,0,hover,0.022900057956576347,1
1790070963.3890338,85,0.06436777114868164,15.535725133158998,0.995635986328125,48.117500031366944,0.006399932317435741,1,9.595200070179999,1,,0,0,38.48330001346767,1,hover,0.02320006024092436,1
1790070963.4032679,103,0.014234066009521484,70.25399484104385,3.979206085205078,0.05440006498247385,0.007300055585801601,1,,0,,0,0,,0,hover,0.023699947632849216,1
1790070963.4531372,108,0.04986929893493652,20.0524174463467,0.9977817535400391,35.485300002619624,0.006299931555986404,1,,0,,0,0,35.437899990938604,1,hover,0.02280005719512701,1
1790070963.469095,125,0.01595783233642578,62.66515269228471,1.995086669921875,0.07660000119358301,0.010699965059757233,1,,0,,0,0,,0,hover,0.03670004662126303,1
1790070963.5200334,129,0.05093836784362793,19.63156736921428,3.5021305084228516,35.48720001708716,0.005900044925510883,1,7.036000024527311,1,,0,0,28.417499968782067,1,hover,0.01919991336762905,1
1790070963.5310044,131,0.0109710693359375,91.14881780250347,20.648956298828125,0.0420999713242054,0.006199930794537067,1,,0,,0,0,,0,hover,0.018400023691356182,1
1790070963.5738876,132,0.04288315773010254,23.319178272593334,2.9914379119873047,24.00749991647899,0.00500003807246685,1,,0,,0,0,23.97249999921769,1,hover,0.01680001150816679,1
1790070963.5918398,133,0.01795220375061035,55.70346760163088,1.9943714141845703,0.040899962186813354,0.005699926987290382,1,,0,,0,0,,0,hover,0.017300015315413475,1
1790070963.6817915,134,0.08995175361633301,11.117070649508992,0.9982585906982422,35.74909991584718,0.006199930794537067,1,7.890400011092424,1,,0,0,27.821999974548817,1,hover,0.02150004729628563,1
1790070963.691957,135,0.01016545295715332,98.37239955906841,16.14856719970703,0.04100007936358452,0.005800044164061546,1,,0,,0,0,,0,hover,0.01810002140700817,1
1790070963.7438169,136,0.05185985565185547,19.28273782158554,1.9941329956054688,26.583199971355498,0.005300040356814861,1,,0,,0,0,26.54460002668202,1,hover,0.018399907276034355,1
1790070963.778648,137,0.03483104705810547,28.71001834460477,0.9973049163818359,0.045900000259280205,0.006299931555986404,1,,0,,0,0,,0,hover,0.0198000343516469,1
1790070963.8451307,138,0.0664827823638916,15.041488404118358,1.9936561584472656,33.42790005262941,0.007500057108700275,1,7.790399948135018,1,,0,0,25.595800019800663,1,hover,0.02459995448589325,1
1790070963.8551333,139,0.010002613067626953,99.97387615006912,11.995077133178711,0.032800016924738884,0.004799920134246349,1,,0,,0,0,,0,hover,0.014399993233382702,1
