label,p0_x,p0_y,p0_z,p1_x,p1_y,p1_z,p2_x,p2_y,p2_z,p3_x,p3_y,p3_z,p4_x,p4_y,p4_z,p5_x,p5_y,p5_z,p6_x,p6_y,p6_z,p7_x,p7_y,p7_z,p8_x,p8_y,p8_z,p9_x,p9_y,p9_z,p10_x,p10_y,p10_z,p11_x,p11_y,p11_z,p12_x,p12_y,p12_z,p13_x,p13_y,p13_z,p14_x,p14_y,p14_z,p15_x,p15_y,p15_z,p16_x,p16_y,p16_z,p17_x,p17_y,p17_z,p18_x,p18_y,p18_z,p19_x,p19_y,p19_z,p20_x,p20_y,p20_z
0,0.48113271594047546,0.6734429001808167,3.3201928317794227e-07,0.4298664331436157,0.6323606967926025,-0.02858726866543293,0.3986626863479614,0.5637103915214539,-0.042734045535326004,0.39192891120910645,0.4971480667591095,-0.054313525557518005,0.3868529796600342,0.43632927536964417,-0.06470806896686554,0.42788732051849365,0.4677374064922333,-0.021033303812146187,0.4205276370048523,0.3845731019973755,-0.043114662170410156,0.41798147559165955,0.33368176221847534,-0.0613778717815876,0.4182543456554413,0.2862004041671753,-0.0747004821896553,0.46259188652038574,0.46141350269317627,-0.0219519454985857,0.4554115831851959,0.37186792492866516,-0.04025448486208916,0.4510556757450104,0.3146336078643799,-0.05665050074458122,0.4477548599243164,0.26141589879989624,-0.06872409582138062,0.49593856930732727,0.4748687148094177,-0.027143090963363647,0.4916228652000427,0.3903084397315979,-0.04573934152722359,0.48836246132850647,0.33859896659851074,-0.05663115531206131,0.48477110266685486,0.28934091329574585,-0.06425900012254715,0.5307905673980713,0.5033057332038879,-0.03536452353000641,0.5317261815071106,0.44009634852409363,-0.052337646484375,0.5298797488212585,0.3987998068332672,-0.05913614481687546,0.5266256928443909,0.3585796356201172,-0.06334555894136429
0,0.48617544770240784,0.6809308528900146,3.580999816676922e-07,0.4354934096336365,0.6401620507240295,-0.030789349228143692,0.4050833582878113,0.5709534287452698,-0.045487187802791595,0.3979297876358032,0.5027657747268677,-0.057077910751104355,0.39056891202926636,0.4403453767299652,-0.06735674291849136,0.43360844254493713,0.47394973039627075,-0.02308034338057041,0.42739853262901306,0.3892887830734253,-0.04500618949532509,0.42537569999694824,0.33806312084198,-0.06308577209711075,0.4260145425796509,0.2900436520576477,-0.07621879130601883,0.4695589244365692,0.46852755546569824,-0.022722167894244194,0.4632319509983063,0.3782353699207306,-0.04051180183887482,0.4595087766647339,0.3207053542137146,-0.05663646385073662,0.45673078298568726,0.26737552881240845,-0.06860847026109695,0.5034770965576172,0.48288658261299133,-0.0267398152500391,0.5009700655937195,0.39936432242393494,-0.044953759759664536,0.4994640648365021,0.3477634787559509,-0.05575704574584961,0.49701276421546936,0.2981848418712616,-0.0634404718875885,0.53792804479599,0.5118326544761658,-0.03396591171622276,0.540895938873291,0.4495789706707001,-0.0508718304336071,0.5410511493682861,0.4089886248111725,-0.0575932040810585,0.5395519733428955,0.36892393231391907,-0.06173507496714592
0,0.4855002462863922,0.6768356561660767,3.5474184301165224e-07,0.4354057013988495,0.6362311840057373,-0.03033255599439144,0.4051249623298645,0.567023754119873,-0.045166630297899246,0.3978084623813629,0.499900221824646,-0.05702325701713562,0.392159640789032,0.4380239248275757,-0.06765555590391159,0.43407997488975525,0.4705919623374939,-0.023734668269753456,0.4286133050918579,0.3862960934638977,-0.04614818096160889,0.4266253113746643,0.33494436740875244,-0.0645277127623558,0.42718231678009033,0.28693047165870667,-0.0779675543308258,0.4696398973464966,0.4651711881160736,-0.02394331991672516,0.4636792838573456,0.37478017807006836,-0.042348578572273254,0.46020954847335815,0.3171607255935669,-0.058920975774526596,0.45753616094589233,0.2634631395339966,-0.07129956036806107,0.503258228302002,0.47965285181999207,-0.028449643403291702,0.5011546611785889,0.3957136273384094,-0.04735222086310387,0.5000296831130981,0.3439723253250122,-0.058708470314741135,0.49779704213142395,0.2941467761993408,-0.06683175265789032,0.5374395251274109,0.5090824365615845,-0.03608153387904167,0.5408912897109985,0.4472663402557373,-0.05373529717326164,0.5413111448287964,0.40665456652641296,-0.06107572466135025,0.5399315357208252,0.36640268564224243,-0.06573276221752167
0,0.49145856499671936,0.682969331741333,3.42707153322408e-07,0.44222065806388855,0.6420358419418335,-0.03059261478483677,0.4128416180610657,0.5729523301124573,-0.04603166878223419,0.40540972352027893,0.5069117546081543,-0.05850200355052948,0.3995148837566376,0.44620418548583984,-0.06995803117752075,0.4436970353126526,0.478168785572052,-0.025100579485297203,0.4391880929470062,0.39497074484825134,-0.047962725162506104,0.4374542832374573,0.34430912137031555,-0.06658770889043808,0.438388466835022,0.29724615812301636,-0.08021710067987442,0.4792858958244324,0.4734777510166168,-0.025427786633372307,0.47477975487709045,0.38331368565559387,-0.04454489052295685,0.471528023481369,0.3260006904602051,-0.06167129427194595,0.46881023049354553,0.27259451150894165,-0.07443682104349136,0.5125624537467957,0.48872265219688416,-0.029982920736074448,0.511986255645752,0.40482398867607117,-0.04946184903383255,0.5113745927810669,0.35322433710098267,-0.06145333871245384,0.5095454454421997,0.30359548330307007,-0.07003495842218399,0.546058714389801,0.5190248489379883,-0.03758256509900093,0.5507565140724182,0.4571772813796997,-0.05554503574967384,0.5517443418502808,0.41681137681007385,-0.06322414427995682,0.5507791638374329,0.37664100527763367,-0.06822770833969116
0,0.4992261230945587,0.6643868684768677,3.0579369081351615e-07,0.4524312913417816,0.6260124444961548,-0.0281292162835598,0.4251686930656433,0.5613043904304504,-0.04066372662782669,0.4191649556159973,0.4996802806854248,-0.050515495240688324,0.41475868225097656,0.4441160261631012,-0.059046052396297455,0.45448729395866394,0.47178322076797485,-0.01778404973447323,0.4492587447166443,0.3955296277999878,-0.0370425283908844,0.4472585916519165,0.34905892610549927,-0.05368924140930176,0.44759601354599,0.30601856112480164,-0.06588082015514374,0.4864640235900879,0.4672958552837372,-0.017026742920279503,0.48098331689834595,0.3859623074531555,-0.03280949965119362,0.47721511125564575,0.33353549242019653,-0.04775701463222504,0.4745887219905853,0.2851513624191284,-0.05887986347079277,0.5166150331497192,0.4801008999347687,-0.020572863519191742,0.5150545239448547,0.40426182746887207,-0.03661827743053436,0.5136639475822449,0.35706010460853577,-0.046688854694366455,0.5119044780731201,0.31264716386795044,-0.05383354052901268,0.5476013422012329,0.505878210067749,-0.02720700018107891,0.5496318936347961,0.4495747685432434,-0.041987597942352295,0.5487644672393799,0.41219091415405273,-0.048234935849905014,0.5473191142082214,0.37549328804016113,-0.05220290273427963
0,0.47404566407203674,0.6462619304656982,2.772247853499721e-07,0.43005943298339844,0.6094164848327637,-0.02506224811077118,0.40204736590385437,0.5489332675933838,-0.037275828421115875,0.39425456523895264,0.48973292112350464,-0.04725822061300278,0.3896590769290924,0.43507856130599976,-0.05582344904541969,0.4297010898590088,0.46077224612236023,-0.01531919464468956,0.4226139783859253,0.3874373137950897,-0.033035993576049805,0.4196447730064392,0.34425145387649536,-0.048206839710474014,0.4192512035369873,0.3034042716026306,-0.059509556740522385,0.4602309763431549,0.45528700947761536,-0.015938637778162956,0.45301616191864014,0.37635067105293274,-0.030432727187871933,0.4486307203769684,0.32644373178482056,-0.044033292680978775,0.44529110193252563,0.28047290444374084,-0.0542718768119812,0.4893425703048706,0.46743959188461304,-0.020550495013594627,0.48725613951683044,0.3929687738418579,-0.03581686690449715,0.4858730733394623,0.34790635108947754,-0.04492700845003128,0.4835136830806732,0.3050992488861084,-0.051485732197761536,0.519397497177124,0.4925302267074585,-0.02788028120994568,0.520738959312439,0.43714258074760437,-0.0421101339161396,0.5199018716812134,0.40100225806236267,-0.04770638793706894,0.5178528428077698,0.36553657054901123,-0.051244329661130905
0,0.474826455116272,0.6474183201789856,2.4731755843276915e-07,0.4312090575695038,0.6126939058303833,-0.022748611867427826,0.4063654839992523,0.5514469742774963,-0.03365721181035042,0.4024220407009125,0.49447882175445557,-0.0430690199136734,0.39950841665267944,0.44137686491012573,-0.051220204681158066,0.4303908348083496,0.46723780035972595,-0.01110172364860773,0.4249521493911743,0.3980555236339569,-0.028800208121538162,0.42432865500450134,0.35586240887641907,-0.04492754861712456,0.42639729380607605,0.31550222635269165,-0.05719867721199989,0.45878177881240845,0.4628222584724426,-0.012528208084404469,0.4510960876941681,0.38833194971084595,-0.027295758947730064,0.44819122552871704,0.340634286403656,-0.04210330545902252,0.44667288661003113,0.2940121591091156,-0.05361112579703331,0.4853600263595581,0.47395506501197815,-0.01797940768301487,0.47972309589385986,0.4039917290210724,-0.032929349690675735,0.4771125912666321,0.36169636249542236,-0.04215123504400253,0.47457054257392883,0.320270836353302,-0.049162570387125015,0.5139886140823364,0.49689623713493347,-0.026145296171307564,0.5087370276451111,0.4448964297771454,-0.04019388183951378,0.5037142634391785,0.41076964139938354,-0.0462605319917202,0.4982393980026245,0.37614762783050537,-0.05050630494952202
0,0.4745098054409027,0.6296399831771851,2.3175670094133238e-07,0.43364375829696655,0.5960792303085327,-0.018638163805007935,0.40890929102897644,0.5390718579292297,-0.028409380465745926,0.4043289124965668,0.4864482581615448,-0.03723997622728348,0.40047234296798706,0.43704476952552795,-0.04511265829205513,0.4285471737384796,0.4620533585548401,-0.011061148717999458,0.4216615855693817,0.39626049995422363,-0.02778022177517414,0.42002394795417786,0.3565758466720581,-0.042286090552806854,0.4208950102329254,0.3188851773738861,-0.053092218935489655,0.4546143710613251,0.457329124212265,-0.013910098001360893,0.4459828734397888,0.3861103653907776,-0.027884459123015404,0.44244635105133057,0.34075450897216797,-0.041170354932546616,0.44023093581199646,0.29746726155281067,-0.05124156177043915,0.48020079731941223,0.4670301377773285,-0.020099367946386337,0.473372220993042,0.39990943670272827,-0.034044764935970306,0.46997424960136414,0.359584778547287,-0.042349908500909805,0.4662482440471649,0.3204399347305298,-0.04851128160953522,0.5076355934143066,0.4877070188522339,-0.02852054312825203,0.5018366575241089,0.4377001225948334,-0.041558366268873215,0.49627333879470825,0.404995858669281,-0.04688713699579239,0.48985105752944946,0.37261486053466797,-0.05044383928179741
0,0.5067440271377563,0.6229521632194519,1.7285996989357955e-07,0.46852436661720276,0.586059033870697,-0.013000007718801498,0.44725698232650757,0.5246226787567139,-0.020360859110951424,0.443579763174057,0.47401437163352966,-0.027797764167189598,0.43872031569480896,0.42784807085990906,-0.03483392298221588,0.46947166323661804,0.4527033865451813,-0.008723651990294456,0.46515581011772156,0.3891604542732239,-0.025157274678349495,0.4642820656299591,0.35053756833076477,-0.039191387593746185,0.46496352553367615,0.3147452473640442,-0.049457356333732605,0.4933416247367859,0.45220431685447693,-0.01400732435286045,0.48747724294662476,0.3839571177959442,-0.028007272630929947,0.48548173904418945,0.34059250354766846,-0.040424104779958725,0.48391860723495483,0.29960542917251587,-0.04949045553803444,0.5175418853759766,0.464640349149704,-0.02197660319507122,0.5120147466659546,0.39790552854537964,-0.03576058894395828,0.5085601806640625,0.3581680655479431,-0.043227601796388626,0.504334568977356,0.3201206922531128,-0.04841579869389534,0.5436835885047913,0.4880693554878235,-0.031650885939598083,0.5388870239257812,0.43672528862953186,-0.044864676892757416,0.532986044883728,0.40256378054618835,-0.04982975870370865,0.5258305072784424,0.3704577088356018,-0.05271212011575699
0,0.5259401202201843,0.612614631652832,1.9679744411860156e-07,0.48740658164024353,0.5785459280014038,-0.01564827188849449,0.46645963191986084,0.5229431390762329,-0.02389012835919857,0.4636026620864868,0.47457176446914673,-0.03155909851193428,0.46087631583213806,0.4307548701763153,-0.03863783925771713,0.48854371905326843,0.45566028356552124,-0.009618394076824188,0.4847809374332428,0.39646220207214355,-0.025180060416460037,0.4843187928199768,0.3602917492389679,-0.03876049444079399,0.48586976528167725,0.3259252905845642,-0.04892459884285927,0.512095034122467,0.4532448947429657,-0.01299464050680399,0.5060694813728333,0.3889103829860687,-0.026333898305892944,0.5039317607879639,0.3473357558250427,-0.038826148957014084,0.5030962228775024,0.30738508701324463,-0.048218946903944016,0.5352582931518555,0.4641115665435791,-0.019243543967604637,0.5306841731071472,0.4018312990665436,-0.032694507390260696,0.52801513671875,0.3650926351547241,-0.04061604663729668,0.5251306891441345,0.32927730679512024,-0.046313896775245667,0.5598393678665161,0.485603392124176,-0.02734905481338501,0.5552005171775818,0.4386778771877289,-0.04020533338189125,0.5502488613128662,0.4076613187789917,-0.045576877892017365,0.5449303388595581,0.3768458068370819,-0.04901778697967529
