t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,rule_infer_ms,rule_infer_ms_ran
1789861818.630066,12,,,1.9991397857666016,0.10279996786266565,0.009100011084228754,1,,0,,0,0,,0,hover,0.04740001168102026,1,,
1789861818.718598,21,0.0885319709777832,11.295354536396198,15.578269958496094,37.086899974383414,0.005099980626255274,1,,0,,0,0,37.04559995094314,1,hover,0.02099998528137803,1,,
1789861818.7365549,39,0.017956972122192383,55.6886758633509,1.9989013671875,0.06630003917962313,0.011400028597563505,1,,0,,0,0,,0,hover,0.02389994915574789,1,,
1789861818.806418,44,0.06986308097839355,14.313711705747252,7.497072219848633,38.799599977210164,0.007399998139590025,1,8.609000011347234,1,,0,0,30.15369997592643,1,hover,0.021000043489038944,1,,
1789861818.821374,57,0.014955997467041016,66.86280886338275,0.995635986328125,0.03709999145939946,0.004999979864805937,1,,0,,0,0,,0,hover,0.015500001609325409,1,,
1789861818.8736346,62,0.052260637283325195,19.134860422359797,1.169443130493164,37.086499971337616,0.01810002140700817,1,,0,,0,0,36.9702999596484,1,hover,0.061700004152953625,1,,
1789861818.8881705,78,0.014535903930664062,68.79517123737043,1.9977092742919922,0.046999950427562,0.007399998139590025,1,,0,,0,0,,0,hover,0.020400038920342922,1,,
1789861818.934851,84,0.046680450439453125,21.42224401405573,2.0034313201904297,32.56530000362545,0.005099980626255274,1,6.977900047786534,1,,0,0,25.55779996328056,1,hover,0.01780001912266016,1,,
1789861818.9448268,102,0.009975910186767578,100.2414798527795,1.9974708557128906,0.04569999873638153,0.006599992047995329,1,,0,,0,0,,0,hover,0.01969997538253665,1,,
1789861818.981248,107,0.03642106056213379,27.45664142025779,1.9969940185546875,24.39149998826906,0.007499998901039362,1,,0,,0,0,24.347500002477318,1,hover,0.020199979189783335,1,,
1789861818.9932384,124,0.011990547180175781,83.3990296667462,1.9948482513427734,0.03270001616328955,0.004799978341907263,1,,0,,0,0,,0,hover,0.015400000847876072,1,,
1789861819.0293653,127,0.03612685203552246,27.68024180509084,4.022359848022461,26.582200021948665,0.005499983672052622,1,5.183200002647936,1,,0,0,21.369799971580505,1,hover,0.01680001150816679,1,,
1789861819.0363452,128,0.006979942321777344,143.26765951632737,22.160768508911133,0.030199997127056122,0.004599976819008589,1,,0,,0,0,,0,hover,0.012899981811642647,1,,
1789861819.0986943,129,0.06234908103942871,16.038728772403456,0.9963512420654297,17.82809995347634,0.004500034265220165,1,,0,,0,0,17.796400003135204,1,hover,0.015400000847876072,1,,
1789861819.115673,130,0.016978740692138672,58.89718313814699,1.0209083557128906,0.03559998003765941,0.005199981387704611,1,,0,,0,0,,0,hover,0.014899997040629387,1,,
1789861819.1726203,131,0.05694723129272461,17.560116221624927,1.9936561584472656,23.17210001638159,0.005499983672052622,1,4.85069997375831,1,,0,0,18.288200022652745,1,hover,0.021600048057734966,1,,
1789861819.180597,132,0.007976770401000977,125.36401948770063,0.0,0.033800024539232254,0.005599984433501959,1,,0,,0,0,,0,hover,0.014499993994832039,1,,
1789861819.2436345,133,0.06303739547729492,15.863599573370449,0.9984970092773438,18.168499984312803,0.004500034265220165,1,,0,,0,0,18.136100028641522,1,hover,0.015500001609325409,1,,
1789861819.2855659,134,0.0419313907623291,23.848481574772705,2.5594234466552734,0.052499992307275534,0.006799993570894003,1,,0,,0,0,,0,hover,0.02700003096833825,1,,
1789861819.3397021,135,0.05413627624511719,18.471902194975865,1.9943714141845703,25.428300024941564,0.004699977580457926,1,4.613900033291429,1,,0,0,20.787600020412356,1,hover,0.016400008462369442,1,,
1789861819.3481834,136,0.008481264114379883,117.90695190172322,2.209901809692383,0.038499943912029266,0.005400041118264198,1,,0,,0,0,,0,hover,0.01669995253905654,1,,
