run_id,scenario,trial,t_start,t_end,duration_s,mode_at_start,mode_at_end,battery_at_start,success
20260903-201258_home_f2,authorized_gesture_accepted,1,1788459326.6602967,1788459329.6042542,2.943957567214966,face,gesture,53.0,True
20260903-201258_home_f2,authorized_gesture_accepted,2,1788459332.9757137,1788459336.6973038,3.721590042114258,face,gesture,52.0,True
20260903-201258_home_f2,authorized_gesture_accepted,3,1788459341.4833715,1788459345.0114202,3.5280487537384033,face,gesture,52.0,True
20260903-201258_home_f2,authorized_gesture_accepted,4,1788459356.0204532,1788459358.6910477,2.6705944538116455,face,gesture,50.0,True
20260903-201258_home_f2,authorized_gesture_accepted,5,1788459362.2595334,1788459364.95009,2.690556526184082,face,gesture,49.0,True
20260903-201258_home_f2,authorized_gesture_accepted,6,1788459367.5603886,1788459371.0156088,3.4552202224731445,face,gesture,49.0,True
20260903-201258_home_f2,authorized_gesture_accepted,7,1788459385.4206562,1788459387.7578323,2.3371760845184326,face,gesture,46.0,True
20260903-201258_home_f2,authorized_gesture_accepted,8,1788459391.2778866,1788459394.5182962,3.2404096126556396,gesture,gesture,45.0,True
20260903-201258_home_f2,authorized_gesture_accepted,9,1788459397.1690798,1788459400.512698,3.343618154525757,face,gesture,45.0,True
20260903-201258_home_f2,authorized_gesture_accepted,10,1788459401.8502545,1788459404.1564178,2.3061633110046387,hover,gesture,44.0,True
20260903-201258_home_f2,authorized_gesture_accepted,11,1788459408.441505,1788459411.1065695,2.665064573287964,hover,gesture,44.0,True
20260903-201258_home_f2,authorized_gesture_accepted,12,1788459411.7697952,1788459413.5691857,1.7993905544281006,gesture,gesture,43.0,True
20260903-201258_home_f2,authorized_gesture_accepted,13,1788459415.9302707,1788459417.9724736,2.042202949523926,face,gesture,42.0,True
20260903-201258_home_f2,authorized_gesture_accepted,14,1788459420.030301,1788459420.9295974,0.8992962837219238,hover,gesture,42.0,True
20260903-201258_home_f2,authorized_gesture_accepted,15,1788459423.3726308,1788459424.788159,1.4155280590057373,face,gesture,42.0,True
20260903-201258_home_f2,authorized_gesture_accepted,16,1788459426.541632,1788459428.4417796,1.9001476764678955,face,gesture,41.0,True
20260903-201258_home_f2,authorized_gesture_accepted,17,1788459429.9243178,1788459432.3806496,2.456331729888916,gesture,gesture,41.0,True
20260903-201258_home_f2,authorized_gesture_accepted,18,1788459444.3108923,1788459447.1433997,2.832507371902466,face,gesture,40.0,True
20260903-201258_home_f2,authorized_gesture_accepted,19,1788459451.0141325,1788459453.1984122,2.184279680252075,face,gesture,38.0,True
20260903-201258_home_f2,authorized_gesture_accepted,20,1788459454.585333,1788459456.687404,2.1020708084106445,face,gesture,37.0,True
20260903-201258_home_f2,authorized_gesture_accepted,21,1788459458.2361987,1788459459.6638167,1.4276180267333984,face,gesture,37.0,True
20260903-201258_home_f2,authorized_gesture_accepted,22,1788459461.5962992,1788459463.8998034,2.303504228591919,face,gesture,37.0,True
20260903-201258_home_f2,authorized_gesture_accepted,23,1788459465.3537908,1788459467.3812106,2.0274198055267334,gesture,gesture,36.0,True
20260903-201258_home_f2,authorized_gesture_accepted,24,1788459473.1032708,1788459477.0103498,3.907078981399536,face,gesture,35.0,True
20260903-201258_home_f2,unauthorized_gesture_rejected,1,1788459477.950977,1788459479.1124094,1.1614322662353516,gesture,hover,34.0,True
