t,fps_inst,camera_to_command_ms,command_exec_ms,face_detect_ms,face_id_ms,hand_detect_ms,mode,mode_manager_ms
1783435376.3896434,,0.03489997470751405,0.004599976819008589,0.006499991286545992,0.002300017513334751,0.006699992809444666,hover,0.01309998333454132
1783435376.4404867,19.668298538817925,38.63019996788353,0.005999987479299307,0.006999995093792677,0.001900014467537403,38.58880000188947,hover,0.02489995677024126
1783435376.4452279,210.9174293472795,0.0543000060133636,0.006799993570894003,0.011499971151351929,0.004800036549568176,0.008700008038431406,hover,0.020499981474131346
1783435376.5044339,16.890177507167937,25.546599994413555,0.00400003045797348,5.2081000176258385,0.06049999501556158,20.262099977117032,hover,0.01079996582120657
1783435376.5121772,129.1429275201675,0.07960002403706312,0.004300032742321491,0.006699992809444666,0.04930002614855766,0.006599992047995329,hover,0.011499971151351929
1783435376.565099,18.895814749740957,21.04469999903813,0.0036999699659645557,0.006799993570894003,0.053499999921768904,20.968800003174692,hover,0.010700023267418146
1783435376.5762646,89.56064229586607,0.08569995407015085,0.004500034265220165,0.006399990525096655,0.05470000905916095,0.006699992809444666,hover,0.011999974958598614
1783435376.6282725,19.22784305276042,20.238100027199835,0.003700028173625469,0.011500029359012842,0.05360000068321824,20.157599996309727,hover,0.010499963536858559
1783435376.639951,85.627748402507,0.08399999933317304,0.003700028173625469,0.006499991286545992,0.05339999916031957,0.00689999433234334,hover,0.01209997572004795
1783435376.6938758,18.544343589312795,22.254600015003234,0.0038999714888632298,0.007399998139590025,0.056100019719451666,22.17509999172762,hover,0.010800024028867483
1783435376.7104049,60.49942303254097,0.07790001109242439,0.00400003045797348,0.006399990525096655,0.047900015488266945,0.006499991286545992,hover,0.011999974958598614
1783435376.7626843,19.127966580929968,27.099099999759346,0.004400033503770828,4.177399969194084,0.05670002428814769,22.847200045362115,hover,0.011699972674250603
1783435376.7702596,132.008434834608,0.07800001185387373,0.003700028173625469,0.006399990525096655,0.04780001472681761,0.006499991286545992,hover,0.011999974958598614
1783435376.8199534,20.12322543191752,20.270500041078776,0.004099973011761904,0.006999995093792677,0.05319999763742089,20.193400036077946,hover,0.011200027074664831
1783435376.8313084,88.0675261411834,0.08540000999346375,0.004199973773211241,0.006399990525096655,0.054100004490464926,0.006399990525096655,hover,0.012800039257854223
1783435376.8989766,14.77799035307465,19.84350004931912,0.00400003045797348,0.010999967344105244,0.05010003224015236,19.766700046602637,hover,0.010399962775409222
1783435376.9122472,75.35444925531341,0.07869995897635818,0.003999972250312567,0.006699992809444666,0.04819995956495404,0.006599992047995329,hover,0.011700030881911516
1783435376.9637737,19.407471844085176,19.999100011773407,0.0035999692045152187,0.006499991286545992,0.05460000829771161,19.920799997635186,hover,0.012300035450607538
1783435376.9768767,76.31835219622258,0.1278999843634665,0.004700035788118839,0.006799993570894003,0.05319999763742089,0.024200009647756815,hover,0.03739999374374747
1783435377.0267763,20.040249601039687,20.570900000166148,0.0039000296965241432,0.011699972674250603,0.05080003757029772,20.4908000305295,hover,0.012199976481497288
1783435377.0397732,76.94135343862932,0.17680000746622682,0.02400000812485814,0.010199961252510548,0.09819999104365706,0.012200034689158201,hover,0.030199997127056122
1783435377.092633,18.917973929908438,20.540700003039092,0.004700035788118839,0.007499998901039362,0.05929998587816954,20.454700046684593,hover,0.012899981811642647
1783435377.109099,60.731563934378755,0.19290001364424825,0.005599984433501959,0.01580000389367342,0.13940001372247934,0.012999982573091984,hover,0.01750001683831215
1783435377.16069,19.38316642712892,24.352400039788336,0.004599976819008589,4.086999979335815,0.05329999839887023,20.193300035316497,hover,0.012700038496404886
1783435377.171234,94.84225759768451,0.1537000061944127,0.00589998671784997,0.010600022505968809,0.09889999637380242,0.013299984857439995,hover,0.02239999594166875
1783435377.2219443,19.71980535508592,21.344800014048815,0.0038999714888632298,0.006099988240748644,0.05099998088553548,21.27160003874451,hover,0.011000025551766157
1783435377.2483263,37.904675836390915,0.10150001617148519,0.0035999692045152187,0.006800051778554916,0.05189998773857951,0.02169999061152339,hover,0.016300007700920105
1783435377.3074322,16.918792455265663,27.613900019787252,0.003999972250312567,0.011699972674250603,0.053499999921768904,27.530900028068572,hover,0.012400036212056875
1783435377.3289535,46.465530038663076,0.0790000194683671,0.003999972250312567,0.006099988240748644,0.04780001472681761,0.006999995093792677,hover,0.012800039257854223
1783435377.3639357,28.585962951351497,21.111999987624586,0.003999972250312567,0.00689999433234334,0.052499992307275534,21.0359999909997,hover,0.011300027836114168
1783435377.3761008,82.20257133897773,0.07860001642256975,0.003800028935074806,0.006499991286545992,0.047900015488266945,0.006699992809444666,hover,0.012499978765845299
