t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,assoc_d,assoc_hands,assoc_mode,assoc_ms,assoc_ms_ran,assoc_ok,assoc_pose_ms,assoc_pose_ms_ran,assoc_reason,assoc_skeleton_hits,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,svm_infer_ms,svm_infer_ms_ran
1790247932.0591438,8,,,0.606536865234375,0.06499999835796189,,0,,,0,0,,,no_face,0,0.003600000127335079,1,,0,,0,0,,0,hover,0.022799998987466097,1,,
1790247932.1987276,21,0.13958382606506348,7.164153814883075,17.618179321289062,71.8959999994695,,0,,,0,0,,,no_face,0,0.004999999873689376,1,,0,,0,0,71.831100000054,1,hover,0.02680000034160912,1,,
1790247932.2262735,48,0.027545928955078125,36.303005123944054,2.0852088928222656,0.06329999996523838,,0,,,0,0,,,no_face,0,0.004999999873689376,1,,0,,0,0,,0,hover,0.018200000340584666,1,,
1790247932.2944458,54,0.06817221641540527,14.668732404217742,1.995086669921875,46.213599998736754,,0,,,0,0,,,no_face,0,0.0075000007200287655,1,12.361799999780487,1,,0,0,33.765000000130385,1,hover,0.03819999983534217,1,,
1790247932.3351028,72,0.04065704345703125,24.59598423719272,2.8257369995117188,0.04099999932805076,,0,,,0,0,,,no_face,0,0.003700000888784416,1,,0,,0,0,,0,hover,0.01340000017080456,1,,
1790247932.37334,78,0.03823709487915039,26.152614448365735,0.988006591796875,23.462999999537715,,0,,,0,0,,,no_face,0,0.006999998731771484,1,,0,,0,0,23.414299999785726,1,hover,0.01720000000204891,1,,
1790247932.3872225,94,0.013882637023925781,72.03242426324105,1.9953250885009766,0.03470000046945643,,0,,,0,0,,,no_face,0,0.003499999365885742,1,,0,,0,0,,0,hover,0.012200000128359534,1,,
1790247932.4498053,100,0.06258273124694824,15.978848798625476,0.9982585906982422,50.401799999235664,,0,,,0,0,,,no_face,0,0.00399999953515362,1,5.843599999934668,1,,0,0,44.5201000002271,1,hover,0.014600000213249587,1,,
1790247932.460006,128,0.010200738906860352,98.03211405866541,1.8336772918701172,0.04020000051241368,,0,,,0,0,,,no_face,0,0.003499999365885742,1,,0,,0,0,,0,hover,0.015300000086426735,1,,
1790247932.5470777,129,0.08707165718078613,11.484793472159472,3.0243396759033203,18.10769999974582,,0,,,0,0,,,no_face,0,0.003899998773704283,1,,0,,0,0,18.069199999445118,1,hover,0.014200000805431046,1,,
1790247932.5558736,130,0.008795976638793945,113.68834196188979,9.793519973754883,0.04169999920122791,,0,,,0,0,,,no_face,0,0.00399999953515362,1,,0,,0,0,,0,hover,0.014400000509340316,1,,
1790247932.612111,131,0.05623745918273926,17.78174217918661,0.0,25.243500000215136,,0,,,0,0,,,no_face,0,0.0036999990697950125,1,5.070700000942452,1,,0,0,20.1348999999027,1,hover,0.01650000012887176,1,,
1790247932.6211762,132,0.00906515121459961,110.31255588869602,14.272212982177734,0.055500000598840415,,0,,,0,0,,,no_face,0,0.004100000296602957,1,,0,,0,0,,0,hover,0.01359999987471383,1,,
1790247932.6964424,133,0.07526612281799316,13.286189889416482,1.6946792602539062,19.63660000001255,,0,,,0,0,,,no_face,0,0.003600000127335079,1,,0,,0,0,19.593999999415246,1,hover,0.016599999071331695,1,,
1790247932.723965,134,0.027522563934326172,36.33382421732878,1.7528533935546875,0.04839999928663019,,0,,,0,0,,,no_face,0,0.0040000013541430235,1,,0,,0,0,,0,hover,0.016399999367422424,1,,
1790247932.771618,135,0.0476529598236084,20.985055360707655,1.6019344329833984,25.702900000396767,,0,,,0,0,,,no_face,0,0.003700000888784416,1,5.289900000207126,1,,0,0,20.378699999128003,1,hover,0.014200000805431046,1,,
1790247932.7823186,136,0.010700702667236328,93.45180696047413,1.1584758758544922,0.04389999958220869,,0,,,0,0,,,no_face,0,0.0040000013541430235,1,,0,,0,0,,0,hover,0.014299999747890979,1,,
1790247932.8622653,137,0.07994675636291504,12.508324858866578,1.992940902709961,18.745000001217704,,0,,,0,0,,,no_face,0,0.002999999196617864,1,,0,,0,0,18.708700001297984,1,hover,0.014100000043981709,1,,
1790247932.8819294,138,0.01966404914855957,50.854226026649854,7.718086242675781,0.04090000038559083,,0,,,0,0,,,no_face,0,0.0036999990697950125,1,,0,,0,0,,0,hover,0.013100001524435356,1,,
1790247932.9361055,139,0.05417609214782715,18.45832654875435,5.546808242797852,22.843300001113676,,0,,,0,0,,,no_face,0,0.003399998604436405,1,4.811599999811733,1,,0,0,17.99829999981739,1,hover,0.014500001270789653,1,,
1790247932.945081,140,0.008975505828857422,111.41433352813048,3.9887428283691406,0.07210000148916151,,0,,,0,0,,,no_face,0,0.006000000212225132,1,,0,,0,0,,0,hover,0.02300000051036477,1,,
1790247933.02806,141,0.08297896385192871,12.051247130350335,0.0,18.321699999432894,,0,,,0,0,,,no_face,0,0.003099999958067201,1,,0,,0,0,18.28380000006291,1,hover,0.014900000678608194,1,,
1790247933.0472794,142,0.019219398498535156,52.03076465042425,1.9936561584472656,0.04179999996267725,,0,,,0,0,,,no_face,0,0.003600000127335079,1,,0,,0,0,,0,hover,0.014100000043981709,1,,
