t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,assoc_d,assoc_hands,assoc_mode,assoc_ms,assoc_ms_ran,assoc_ok,assoc_pose_ms,assoc_pose_ms_ran,assoc_reason,assoc_skeleton_hits,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,rule_infer_ms,rule_infer_ms_ran
1790346667.879314,10,,,1.909017562866211,0.06340000027194037,,0,,,0,0,,,no_face,0,0.004300000000512227,1,,0,,0,0,,0,hover,0.023800000235496555,1,,
1790346667.9770048,17,0.09769082069396973,10.23637628281004,1.798391342163086,67.58250000029875,,1,,,0,0,,,no_face,0,0.004399999852466863,1,,0,,0,0,67.51239999994141,1,hover,0.025300000288552837,1,,
1790346667.989956,35,0.012951135635375977,77.21330608788497,2.964496612548828,0.09849999969446799,,1,,,0,0,,,no_face,0,0.008199999683711212,1,,0,,0,0,,0,hover,0.024899999971239595,1,,
1790346668.093568,38,0.10361218452453613,9.651374542375299,5.013942718505859,90.10129999978744,,2,,,0,0,,,no_face,0,0.011500000255182385,1,11.554600000181381,1,,0,0,78.39569999987361,1,hover,0.059299999975337414,1,,
1790346668.1025426,65,0.008974552154541016,111.42617289198236,2.9942989349365234,0.05629999986922485,,2,,,0,0,,,no_face,0,0.003600000127335079,1,,0,,0,0,,0,hover,0.015900000107649248,1,,
1790346668.181359,68,0.07881641387939453,12.687712505293726,2.6404857635498047,69.1289000001234,,2,,,0,0,,,no_face,0,0.007699999969190685,1,,0,,0,0,69.04290000011315,1,hover,0.03059999971810612,1,,
1790346668.1904097,99,0.009050607681274414,110.48981849793209,3.989696502685547,0.07580000010420918,,2,,,0,0,,,no_face,0,0.0059000003602704965,1,,0,,0,0,,0,hover,0.02519999998185085,1,,
1790346668.247573,102,0.057163238525390625,17.49376042709376,0.9977817535400391,50.84960000021965,,1,,,0,0,,,no_face,0,0.004900000021734741,1,8.060500000283355,1,,0,0,42.74299999997311,1,hover,0.01739999970595818,1,,
1790346668.2540665,127,0.006493568420410156,153.9985313555588,1.9924640655517578,0.04579999995257822,,1,,,0,0,,,no_face,0,0.0039000001379463356,1,,0,,0,0,,0,hover,0.014199999895936344,1,,
1790346668.322288,128,0.0682215690612793,14.658120793172621,3.856182098388672,42.18529999980092,,1,,,0,0,,,no_face,0,0.007099999947968172,1,,0,,0,0,42.13549999985844,1,hover,0.016599999980826396,1,,
1790346668.344262,129,0.021973848342895508,45.50864210926056,1.5385150909423828,0.0608000000283937,,1,,,0,0,,,no_face,0,0.005199999577598646,1,,0,,0,0,,0,hover,0.01900000006571645,1,,
