t,seq,frame_age_ms,round,hold,cue_label,cue_name,phase,vocabulary,hand_detected,hand_auth,face_auth,mode,raw_gesture,emitted_gesture,command,fb_stable_count,gesture_conf,battery,altitude_cm,actuation_suppressed,bbox_area,delta_s,lm00_x,lm00_y,lm00_z,lm01_x,lm01_y,lm01_z,lm02_x,lm02_y,lm02_z,lm03_x,lm03_y,lm03_z,lm04_x,lm04_y,lm04_z,lm05_x,lm05_y,lm05_z,lm06_x,lm06_y,lm06_z,lm07_x,lm07_y,lm07_z,lm08_x,lm08_y,lm08_z,lm09_x,lm09_y,lm09_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z
1790262131.3340092,1096,1.03,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.376467,1097,14.56,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.405374,1098,5.02,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.46628,1099,1.0,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.5012,1100,1.01,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.5691788,1102,6.98,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.6350024,1103,1.99,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.6820297,1104,18.95,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.6990674,1105,1.99,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.759936,1106,26.96,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.802652,1107,2.54,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.8425481,1108,13.0,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.8674757,1109,3.02,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.9102156,1110,11.97,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262131.9674146,1111,1.99,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.0060024,1112,9.67,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.0322533,1113,2.99,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.087817,1114,25.93,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.1336095,1115,2.99,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.1721573,1116,6.98,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.206576,1117,4.99,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.2509916,1118,20.94,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.2807455,1119,3.99,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.3384836,1120,3.88,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.3640735,1121,2.0,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.412878,1122,11.97,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.4677875,1123,3.32,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.5068119,1124,7.98,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.537731,1125,4.99,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790262132.5860493,1126,20.39,0,0,5,FORWARD,settle,svm,0,0,0,search_360,,SEARCH,ground,0,,87.0,70.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
