t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,assoc_d,assoc_hands,assoc_mode,assoc_ms,assoc_ms_ran,assoc_ok,assoc_pose_ms,assoc_pose_ms_ran,assoc_reason,assoc_skeleton_hits,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,svm_infer_ms,svm_infer_ms_ran
1790262090.619138,13,,,1.9941329956054688,0.06919999941601418,,0,,,0,0,,,no_face,0,0.0042000028770416975,1,,0,,0,0,,0,hover,0.024999997549457476,1,,
1790262090.679974,20,0.060836076736450195,16.437614876648443,2.993345260620117,36.271599998144666,,0,,,0,0,,,no_face,0,0.004999998054699972,1,,0,,0,0,36.20559999762918,1,hover,0.02760000279522501,1,,
1790262090.6899493,32,0.009975194931030273,100.24866751117378,2.9935836791992188,0.06360000043059699,,0,,,0,0,,,no_face,0,0.005399997462518513,1,,0,,0,0,,0,hover,0.018300001102034003,1,,
1790262090.7348285,34,0.04487919807434082,22.282038069029998,3.9911270141601562,35.567200000514276,,0,,,0,0,,,no_face,0,0.006500002200482413,1,7.77159999779542,1,,0,0,27.73710000110441,1,hover,0.029999999242136255,1,,
1790262090.7547772,45,0.019948720932006836,50.12852720775418,8.960723876953125,0.03769999966607429,,0,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,,0,hover,0.012900000001536682,1,,
1790262090.791675,48,0.036897897720336914,27.10181505676495,1.9919872283935547,28.556500001286622,,0,,,0,0,,,no_face,0,0.0039000005926936865,1,,0,,0,0,28.51610000288929,1,hover,0.015699999494245276,1,,
1790262090.7996564,58,0.007981300354003906,125.29286653124626,2.9931068420410156,0.04039999839733355,,0,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,,0,hover,0.013600001693703234,1,,
1790262090.8421195,61,0.042463064193725586,23.549878441126765,2.0036697387695312,34.49969999928726,,0,,,0,0,,,no_face,0,0.004399997123982757,1,7.470500000636093,1,,0,0,26.98709999822313,1,hover,0.017700000171316788,1,,
1790262090.8515327,76,0.00941324234008789,106.23332151360114,3.6869049072265625,0.09199999840348028,,0,,,0,0,,,no_face,0,0.00660000296193175,1,,0,,0,0,,0,hover,0.028399997972883284,1,,
1790262090.9057293,78,0.05419659614562988,18.451343278329382,3.191232681274414,48.656899998604786,,1,,,0,0,,,no_face,0,0.00839999847812578,1,,0,,0,0,48.56440000003204,1,hover,0.03479999941191636,1,,
1790262090.911714,104,0.005984783172607422,167.09043104135128,1.9955635070800781,0.05889999738428742,,1,,,0,0,,,no_face,0,0.0040000013541430235,1,,0,,0,0,,0,hover,0.015499997971346602,1,,
1790262090.9952738,106,0.08355975151062012,11.967484128682502,2.9926300048828125,78.40430000214837,,3,,,0,0,,,no_face,0,0.0030999981390777975,1,4.78099999963888,1,,0,0,73.58780000140541,1,hover,0.014000001101521775,1,,
1790262090.9992635,126,0.003989696502685547,250.64563164814152,36.68665885925293,0.04059999992023222,,3,,,0,0,,,no_face,0,0.0033000032999552786,1,,0,,0,0,,0,hover,0.01219999830937013,1,,
1790262091.0611026,127,0.06183910369873047,16.170997640454637,3.05938720703125,57.74010000095586,,3,,,0,0,,,no_face,0,0.0029000002541579306,1,,0,,0,0,57.70180000035907,1,hover,0.014000001101521775,1,,
1790262091.0650916,128,0.003988981246948242,250.69057438288206,32.91130065917969,0.04030000127386302,,3,,,0,0,,,no_face,0,0.0033000032999552786,1,,0,,0,0,,0,hover,0.012599997717188671,1,,
1790262091.1219394,129,0.05684781074523926,17.590826927028942,3.989696502685547,53.49140000180341,,2,,,0,0,,,no_face,0,0.0034000004234258085,1,5.377299999963725,1,,0,0,48.07670000081998,1,hover,0.015300000086426735,1,,
1790262091.1340141,130,0.012074708938598633,82.81773126666009,3.0248165130615234,0.05120000059832819,,2,,,0,0,,,no_face,0,0.0041000021155923605,1,,0,,0,0,,0,hover,0.015899997379165143,1,,
1790262091.243554,131,0.10953998565673828,9.129086461026807,2.990245819091797,74.2844000014884,,3,,,0,0,,,no_face,0,0.0039000005926936865,1,,0,,0,0,74.23950000156765,1,hover,0.015400000847876072,1,,
1790262091.2482674,133,0.004713296890258789,212.16571399666145,19.25182342529297,0.05210000017541461,,3,,,0,0,,,no_face,0,0.0040000013541430235,1,,0,,0,0,,0,hover,0.016400001186411828,1,,
1790262091.367366,134,0.11909866333007812,8.396399859069216,2.990245819091797,79.4692000017676,,3,,,0,0,,,no_face,0,0.008000002708286047,1,6.712000002153218,1,,0,0,72.70169999901555,1,hover,0.02049999966402538,1,,
1790262091.3713589,136,0.003992795944213867,250.45106586254255,7.01594352722168,0.042199997551506385,,3,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,,0,hover,0.013199998647905886,1,,
1790262091.4774864,137,0.10612750053405762,9.422628394787152,2.6721954345703125,77.0048999984283,,3,,,0,0,,,no_face,0,0.0036000019463244826,1,,0,,0,0,76.95890000104555,1,hover,0.01669999983278103,1,,
1790262091.4824731,138,0.004986763000488281,200.5308854465481,17.923355102539062,0.040499999158782884,,3,,,0,0,,,no_face,0,0.0034000004234258085,1,,0,,0,0,,0,hover,0.013600001693703234,1,,
1790262091.5648584,139,0.08238530158996582,12.138087507126341,0.9975433349609375,63.05930000235094,,2,,,0,0,,,no_face,0,0.0035999983083456755,1,6.518499998492189,1,,0,0,56.498100002499996,1,hover,0.017099999240599573,1,,
1790262091.5698075,141,0.004949092864990234,202.05723094710473,2.9938220977783203,0.04190000254311599,,2,,,0,0,,,no_face,0,0.0039000005926936865,1,,0,,0,0,,0,hover,0.013199998647905886,1,,
1790262091.6968856,142,0.12707805633544922,7.869179218167218,2.992391586303711,59.38569999852916,,2,,,0,0,,,no_face,0,0.0030999981390777975,1,,0,,0,0,59.34809999962454,1,hover,0.013299999409355223,1,,
1790262091.701872,144,0.00498652458190918,200.5404733444896,0.9996891021728516,0.05539999983739108,,2,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,,0,hover,0.024199998733820394,1,,
1790262091.7953477,145,0.0934755802154541,10.69798120209659,2.0248889923095703,60.14140000115731,,2,,,0,0,,,no_face,0,0.0040000013541430235,1,6.051899999874877,1,,0,0,54.04550000093877,1,hover,0.017499998648418114,1,,
1790262091.8003652,146,0.005017518997192383,199.3016868614873,2.9935836791992188,0.038300000596791506,,2,,,0,0,,,no_face,0,0.0032999996619764715,1,,0,,0,0,,0,hover,0.01179999890155159,1,,
1790262091.9006298,147,0.1002645492553711,9.973614876111666,3.075122833251953,63.517700000375044,,2,,,0,0,,,no_face,0,0.0034999975468963385,1,,0,,0,0,63.47290000121575,1,hover,0.016500001947861165,1,,
1790262091.9048927,149,0.0042629241943359375,234.58076062639822,5.874872207641602,0.040099999750964344,,2,,,0,0,,,no_face,0,0.0036999990697950125,1,,0,,0,0,,0,hover,0.012900000001536682,1,,
1790262092.0316343,150,0.12674164772033691,7.89006627250547,2.030611038208008,62.41560000125901,,2,,,0,0,,,no_face,0,0.006199999916134402,1,6.561800000781659,1,,0,0,55.78869999953895,1,hover,0.025000001187436283,1,,
1790262092.0366216,152,0.004987239837646484,200.51171240080313,2.994537353515625,0.045500000851461664,,2,,,0,0,,,no_face,0,0.0036999990697950125,1,,0,,0,0,,0,hover,0.013800003216601908,1,,
1790262092.1239467,153,0.0873250961303711,11.4514617711621,2.0008087158203125,53.53500000273925,,2,,,0,0,,,no_face,0,0.0035000011848751456,1,,0,,0,0,53.49000000205706,1,hover,0.01599999814061448,1,,
1790262092.1329532,154,0.009006500244140625,111.03091910207539,2.0270347595214844,0.04739999712910503,,2,,,0,0,,,no_face,0,0.0040000013541430235,1,,0,,0,0,,0,hover,0.014499997632810846,1,,
1790262092.2359824,155,0.10302925109863281,9.70598145028417,2.023458480834961,66.18119999984629,,2,,,0,0,,,no_face,0,0.00419999923906289,1,7.6770999985456,1,,0,0,58.45010000120965,1,hover,0.023399999918183312,1,,
1790262092.2409966,157,0.005014181137084961,199.43435880367076,7.010698318481445,0.04780000017490238,,2,,,0,0,,,no_face,0,0.00419999923906289,1,,0,,0,0,,0,hover,0.015400000847876072,1,,
1790262092.3375502,158,0.09655356407165527,10.356945490462374,1.9955635070800781,59.685000000172295,,2,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,59.638700000505196,1,hover,0.016900001355679706,1,,
1790262092.3435383,159,0.005988121032714844,166.99729256250995,9.010791778564453,0.06380000195349567,,2,,,0,0,,,no_face,0,0.005199999577598646,1,,0,,0,0,,0,hover,0.021299998479662463,1,,
1790262092.4338963,160,0.09035801887512207,11.067086379815773,1.1067390441894531,67.91759999759961,,2,,,0,0,,,no_face,0,0.0034000004234258085,1,6.262800001422875,1,,0,0,61.613399997440865,1,hover,0.015800000255694613,1,,
1790262092.4387763,161,0.004879951477050781,204.92007035372288,38.72394561767578,0.045500000851461664,,2,,,0,0,,,no_face,0,0.0038999969547148794,1,,0,,0,0,,0,hover,0.014100001862971112,1,,
1790262092.5199885,162,0.08121228218078613,12.313408429699175,0.0,52.0619999988412,,2,,,0,0,,,no_face,0,0.0027999994927085936,1,,0,,0,0,52.02389999976731,1,hover,0.01300000076298602,1,,
1790262092.5241888,163,0.0042002201080322266,238.0827609695181,24.75881576538086,0.04070000068168156,,2,,,0,0,,,no_face,0,0.0031999989005271345,1,,0,,0,0,,0,hover,0.012300002708798274,1,,
1790262092.5968986,164,0.07270979881286621,13.753304455891948,1.146554946899414,62.908199997764314,,2,,,0,0,,,no_face,0,0.0034000004234258085,1,6.334900001093047,1,,0,0,56.53429999802029,1,hover,0.01590000101714395,1,,
1790262092.601644,165,0.0047454833984375,210.7266881028939,34.58237648010254,0.04389999958220869,,2,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,,0,hover,0.01590000101714395,1,,
1790262092.7094574,166,0.10781335830688477,9.275288477273431,2.0246505737304688,74.11720000163768,,3,,,0,0,,,no_face,0,0.0040000013541430235,1,,0,,0,0,74.06910000281641,1,hover,0.01819999670260586,1,,
1790262092.7135026,168,0.004045248031616211,247.20363057700243,14.612913131713867,0.038800000766059384,,3,,,0,0,,,no_face,0,0.0034000004234258085,1,,0,,0,0,,0,hover,0.012600001355167478,1,,
1790262092.8109825,169,0.09747982025146484,10.258533483343932,2.0284652709960938,76.32960000046296,,3,,,0,0,,,no_face,0,0.0034000004234258085,1,6.251799997698981,1,,0,0,70.03679999979795,1,hover,0.01669999983278103,1,,
1790262092.8149667,170,0.003984212875366211,250.99060499072468,16.4949893951416,0.040800001443130895,,3,,,0,0,,,no_face,0,0.0032999996619764715,1,,0,,0,0,,0,hover,0.012799999240087345,1,,
1790262092.906497,171,0.09153032302856445,10.925341099123223,2.47955322265625,69.95999999708147,,2,,,0,0,,,no_face,0,0.0035999983083456755,1,,0,,0,0,69.91659999766853,1,hover,0.015400000847876072,1,,
1790262092.911684,173,0.005187034606933594,192.78838021695165,12.170791625976562,0.04069999704370275,,2,,,0,0,,,no_face,0,0.0034000004234258085,1,,0,,0,0,,0,hover,0.01309999788645655,1,,
1790262093.016373,174,0.10468888282775879,9.552112631149837,0.0,47.817599999689264,,0,,,0,0,,,no_face,0,0.004699999408330768,1,6.779599996662,1,,0,0,40.989600001921644,1,hover,0.020699997548945248,1,,
1790262093.021389,175,0.0050160884857177734,199.35852464470744,22.420167922973633,0.039599999581696466,,0,,,0,0,,,no_face,0,0.0036999990697950125,1,,0,,0,0,,0,hover,0.014299999747890979,1,,
1790262093.0616698,176,0.040280818939208984,24.825711749038177,3.022432327270508,22.44980000250507,,0,,,0,0,,,no_face,0,0.00540000110049732,1,,0,,0,0,22.38539999962086,1,hover,0.02649999805726111,1,,
1790262093.0702913,177,0.008621454238891602,115.98971267387518,2.6280879974365234,0.04310000076657161,,0,,,0,0,,,no_face,0,0.0036000019463244826,1,,0,,0,0,,0,hover,0.014899997040629387,1,,
1790262093.164838,178,0.09454679489135742,10.576773132807812,2.989053726196289,27.838099998916732,,0,,,0,0,,,no_face,0,0.0040000013541430235,1,5.336000001989305,1,,0,0,22.463399996922817,1,hover,0.016499998309882358,1,,
1790262093.169182,179,0.004343986511230469,230.2032930845225,1.0259151458740234,0.043700001697288826,,0,,,0,0,,,no_face,0,0.004400000761961564,1,,0,,0,0,,0,hover,0.015100002201506868,1,,
1790262093.2246153,180,0.05543327331542969,18.039706843753226,1.0302066802978516,21.919899998465553,,0,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,21.8773999986297,1,hover,0.016299996786983684,1,,
1790262093.2395792,181,0.014963865280151367,66.82765323518633,1.1038780212402344,0.057199998991563916,,0,,,0,0,,,no_face,0,0.004900000931229442,1,,0,,0,0,,0,hover,0.022100000933278352,1,,
1790262093.3088949,182,0.06931567192077637,14.426751877164802,3.0241012573242188,28.62489999824902,,0,,,0,0,,,no_face,0,0.0036000019463244826,1,5.979800000204705,1,,0,0,22.60819999719388,1,hover,0.016199999663513154,1,,
1790262093.3414838,183,0.032588958740234375,30.685239377267937,3.0243396759033203,0.05740000051446259,,0,,,0,0,,,no_face,0,0.004999998054699972,1,,0,,0,0,,0,hover,0.019000002794200554,1,,
1790262093.3920424,184,0.05055856704711914,19.779041582963153,1.0249614715576172,22.918599999684375,,0,,,0,0,,,no_face,0,0.0037999998312443495,1,,0,,0,0,22.85699999993085,1,hover,0.01639999754843302,1,,
