t,mode,command,det_reason,gesture,gesture_conf,face_raw,face_auth,hand_raw,hand_auth,battery,altitude_cm,llm_reason,llm_latency_ms,assoc_d,assoc_hands,assoc_mode,assoc_ok,assoc_reason,assoc_skeleton_hits,crop_ok,face_bbox_h,face_bbox_w,faceid_enrolled,faceid_enrolling,faceid_progress,faceid_score,flying,seq,t_any
1790262090.619138,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,88.0,0.0,,0.0,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,13,5.771764755249023
1790262091.6968856,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,88.0,0.0,,0.0,,2,,0,no_face,0,False,,,False,False,0/20,-1.0,False,142,6.790143728256226
1790262092.5199885,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,88.0,0.0,The drone is currently hovering and does not display any battery level or altitude information.,1888.5955999976431,,2,,0,no_face,0,False,,,False,False,0/20,-1.0,False,162,7.620329141616821
1790262093.5024176,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,88.0,0.0,The drone is currently hovering and does not display any battery level or altitude information.,1888.5955999976431,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,186,8.623107433319092
1790262094.5069287,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,88.0,0.0,The drone is currently hovering and does not display any battery level or altitude information.,1888.5955999976431,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,210,9.629011869430542
1790262094.901127,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,False,False,False,False,88.0,0.0,The drone is currently hovering and does not display any battery level or altitude information.,1888.5955999976431,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,220,10.026383638381958
1790262095.9060905,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,88.0,0.0,The drone is currently hovering and does not display any battery level or altitude information.,1888.5955999976431,,0,,0,no_face,0,True,306,306,False,False,0/20,-1.0,False,245,11.058717250823975
1790262096.5767941,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,88.0,0.0,LLM error (ReadTimeout),4017.275399997743,,0,,0,no_face,0,True,204,204,False,False,0/20,-1.0,False,260,11.69010877609253
1790262097.568135,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,88.0,0.0,LLM error (ReadTimeout),4017.275399997743,,0,,0,no_face,0,True,253,253,False,False,0/20,-1.0,False,285,12.720761775970459
1790262098.6020987,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,88.0,0.0,LLM error (ReadTimeout),4017.275399997743,,0,,0,no_face,0,True,255,255,False,True,17/20,-1.0,False,309,13.742756366729736
1790262098.9006505,face,ground,Search: face_detected -> face (exit search),FACE,,True,True,False,False,88.0,0.0,LLM error (ReadTimeout),4017.275399997743,,0,,0,no_hand,0,True,254,254,True,False,0/20,0.934990406036377,False,314,0.0
1790262099.236438,face,ground,Search: face_detected -> face (exit search),FACE,,True,True,False,False,88.0,0.0,"The drone was found on the ground, showing no signs of human presence and moving under normal conditions.",2695.8855999982916,,0,,0,no_hand,0,True,260,260,True,False,0/20,0.9583097100257874,False,323,0.0
1790262100.2849224,face,ground,Search: face_detected -> face (exit search),FACE,,True,True,False,False,87.0,0.0,"The drone was found on the ground, showing no signs of human presence and moving under normal conditions.",2695.8855999982916,,0,,0,no_hand,0,True,253,253,True,False,0/20,0.9478769302368164,False,347,0.0
1790262101.2556336,face,ground,Search: face_detected -> face (exit search),HOVER,,True,False,False,False,87.0,-40.0,"The drone was found on the ground, showing no signs of human presence and moving under normal conditions.",2695.8855999982916,,0,,0,no_face,0,True,197,197,True,False,0/20,0.11167233437299728,False,373,0.7051088809967041
1790262101.3237085,face,ground,Search: face_detected -> face (exit search),HOVER,,True,False,False,False,87.0,-50.0,Determine whether to exit the search mode,2052.0777000019734,,0,,0,no_face,0,True,197,197,True,False,0/20,0.19691768288612366,False,374,0.7350058555603027
1790262101.4160116,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,87.0,-50.0,Determine whether to exit the search mode,2052.0777000019734,,0,,0,no_face,0,False,197,197,True,False,0/20,0.19886142015457153,False,376,0.8340601921081543
1790262102.3941305,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,87.0,0.0,Determine whether to exit the search mode,2052.0777000019734,,0,,0,no_face,0,False,541,541,True,False,0/20,0.21618178486824036,False,400,1.8580796718597412
1790262103.4287598,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,87.0,0.0,Determine whether to exit the search mode,2052.0777000019734,,0,,0,no_face,0,False,541,541,True,False,0/20,0.21618178486824036,False,425,2.865811586380005
1790262104.0971997,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,87.0,0.0,The drone has left its area due to battery warnings (battery <= 15),2772.193000000698,,0,,0,no_face,0,False,541,541,True,False,0/20,0.21618178486824036,False,441,3.534407615661621
1790262105.1154516,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,87.0,0.0,The drone has left its area due to battery warnings (battery <= 15),2772.193000000698,,1,,0,no_face,0,False,541,541,True,False,0/20,0.21618178486824036,False,466,4.5794007778167725
1790262105.9590309,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,True,False,87.0,0.0,Autonomy: no intent -> hover,1832.5274000017089,,1,,0,no_face,0,False,541,541,True,False,0/20,0.21618178486824036,False,485,5.375756502151489
1790262106.95455,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,87.0,0.0,Autonomy: no intent -> hover,1832.5274000017089,,0,,0,no_face,0,False,440,440,True,False,0/20,0.17505775392055511,False,510,6.418499231338501
1790262107.9740832,hover,ground,Autonomy: no intent -> hover,HOVER,,True,False,False,False,87.0,0.0,Autonomy: no intent -> hover,1832.5274000017089,,0,,0,no_face,0,False,440,440,True,False,0/20,0.17505775392055511,False,535,7.438032388687134
