t,mode,command,det_reason,gesture,gesture_conf,face_raw,face_auth,hand_raw,hand_auth,battery,altitude_cm,llm_reason,llm_latency_ms,assoc_d,assoc_hands,assoc_mode,assoc_ok,assoc_reason,assoc_skeleton_hits,crop_ok,face_bbox_h,face_bbox_w,faceid_enrolled,faceid_enrolling,faceid_progress,faceid_score,flying,seq,t_any
1790344034.5214717,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,78.0,0.0,,0.0,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,11,5.705288887023926
1790344035.556214,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,78.0,0.0,,0.0,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,143,6.7400312423706055
1790344036.6010048,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,77.0,0.0,,0.0,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,168,7.7609171867370605
1790344037.677949,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,77.0,10.0,,0.0,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,190,8.86176609992981
1790344037.9625394,hover,ground,Autonomy: no intent -> hover,HOVER,,False,False,False,False,77.0,10.0,No battery warning,3415.4535000000124,,0,,0,no_face,0,False,,,False,False,0/20,-1.0,False,196,9.115608215332031
1790344038.8976674,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,False,False,True,False,77.0,0.0,No battery warning,3415.4535000000124,,1,,0,no_face,0,False,,,False,False,0/20,-1.0,False,222,10.035632371902466
1790344039.903199,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,77.0,0.0,The drone is hovering in the current environment without any visible issues indicating that it should fly.,1895.5762999999024,,0,,0,no_face,0,True,174,174,False,False,0/20,-1.0,False,246,11.044498682022095
1790344040.941123,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,True,False,77.0,0.0,The drone is hovering in the current environment without any visible issues indicating that it should fly.,1895.5762999999024,,1,,0,no_face,0,True,480,480,False,False,0/20,-1.0,False,270,12.065167903900146
1790344041.9232814,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,True,False,77.0,0.0,The drone is hovering in the current environment without any visible issues indicating that it should fly.,1895.5762999999024,,1,,0,no_face,0,True,392,392,False,False,0/20,-1.0,False,296,13.107098579406738
1790344042.573777,search_360,ground,Autonomy: no human for 10.0s -> search_360,SEARCH,,True,False,False,False,77.0,0.0,"The drone is not controlled; it will search its surroundings to locate any human or animal presence, then continue flying if no human has been detected.",2706.4368999999715,,0,,0,no_face,0,False,392,392,False,False,0/20,-1.0,False,311,13.732491970062256
