t,seq,dt_s,fps_inst,frame_age_ms,camera_to_command_ms,assoc_d,assoc_hands,assoc_mode,assoc_ms,assoc_ms_ran,assoc_ok,assoc_pose_ms,assoc_pose_ms_ran,assoc_reason,assoc_skeleton_hits,command_exec_ms,command_exec_ms_ran,face_detect_ms,face_detect_ms_ran,face_id_ms,face_id_ms_ran,flying,hand_detect_ms,hand_detect_ms_ran,mode,mode_manager_ms,mode_manager_ms_ran,rule_infer_ms,rule_infer_ms_ran
1790344034.5214717,11,,,1.8160343170166016,0.08739999998397252,,0,,,0,0,,,no_face,0,0.006900000016685226,1,,0,,0,0,,0,hover,0.03259999994043028,1,,
1790344034.63012,19,0.10864830017089844,9.20400962027983,2.868175506591797,81.3668000000689,,1,,,0,0,,,no_face,0,0.012499999911597115,1,,0,,0,0,81.2281000000894,1,hover,0.05430000010164804,1,,
1790344034.6450784,43,0.014958381652832031,66.85215173732865,3.986835479736328,0.04379999995762773,,1,,,0,0,,,no_face,0,0.0033000001167238224,1,,0,,0,0,,0,hover,0.012999999853491317,1,,
1790344034.7403474,46,0.09526896476745605,10.496597737163622,2.332925796508789,81.7547999999988,,1,,,0,0,,,no_face,0,0.01049999991664663,1,12.397700000065015,1,,0,0,69.24289999983557,1,hover,0.04409999996823899,1,,
1790344034.7482,74,0.007852554321289062,127.34709740102016,1.9600391387939453,0.10829999996531114,,1,,,0,0,,,no_face,0,0.004400000079840538,1,,0,,0,0,,0,hover,0.03040000001419685,1,,
1790344034.80661,76,0.0584101676940918,17.120306951304133,4.381656646728516,50.01910000009957,,1,,,0,0,,,no_face,0,0.010399999837318319,1,,0,,0,0,49.88420000017868,1,hover,0.035600000046542846,1,,
1790344034.8127425,99,0.006132364273071289,163.06924303098634,2.6264190673828125,0.05790000000160944,,1,,,0,0,,,no_face,0,0.0033999999686784577,1,,0,,0,0,,0,hover,0.013500000022759195,1,,
1790344034.8698485,102,0.05710601806640625,17.51128924515698,2.9935836791992188,48.99399999999332,,0,,,0,0,,,no_face,0,0.003299999889350147,1,6.079799999952229,1,,0,0,42.88029999997889,1,hover,0.014000000192027073,1,,
1790344034.8738391,127,0.003990650177001953,250.58573306249252,0.9965896606445312,0.04579999995257822,,0,,,0,0,,,no_face,0,0.004400000079840538,1,,0,,0,0,,0,hover,0.01609999981155852,1,,
1790344034.949504,128,0.07566475868225098,13.216192285756598,5.1746368408203125,40.74500000001535,,0,,,0,0,,,no_face,0,0.00389999991057266,1,,0,,0,0,40.700499999957174,1,hover,0.016599999980826396,1,,
1790344034.972082,129,0.022578001022338867,44.29090064309021,1.0023117065429688,0.03880000008393836,,0,,,0,0,,,no_face,0,0.0036999999792897142,1,,0,,0,0,,0,hover,0.012799999922208372,1,,
1790344035.0538425,130,0.08176064491271973,12.230823289952147,3.0820369720458984,43.01190000001043,,1,,,0,0,,,no_face,0,0.0036999999792897142,1,5.719800000179021,1,,0,0,37.24859999988439,1,hover,0.015600000097037992,1,,
1790344035.058859,131,0.0050165653228759766,199.33957511525117,21.93617820739746,0.043299999788359855,,1,,,0,0,,,no_face,0,0.00389999991057266,1,,0,,0,0,,0,hover,0.013399999943430885,1,,
1790344035.1082716,132,0.04941248893737793,20.237798611345664,1.0318756103515625,34.13389999991523,,0,,,0,0,,,no_face,0,0.0031000001854408765,1,,0,,0,0,34.098399999948015,1,hover,0.012799999922208372,1,,
1790344035.1421988,133,0.033927202224731445,29.474873683248887,0.0,0.04089999993084348,,0,,,0,0,,,no_face,0,0.003999999989900971,1,,0,,0,0,,0,hover,0.01359999987471383,1,,
1790344035.2262392,134,0.08404040336608887,11.899038557012803,0.9491443634033203,54.036499999938314,,1,,,0,0,,,no_face,0,0.0036999999792897142,1,5.552499999794236,1,,0,0,48.44339999999647,1,hover,0.015700000176366302,1,,
1790344035.231228,135,0.004988908767700195,200.4446356033453,24.438858032226562,0.05799999985356408,,1,,,0,0,,,no_face,0,0.003999999989900971,1,,0,,0,0,,0,hover,0.015600000097037992,1,,
1790344035.285772,136,0.05454397201538086,18.333831641707537,1.9938945770263672,44.28269999993972,,0,,,0,0,,,no_face,0,0.00479999994240643,1,,0,,0,0,44.23129999986486,1,hover,0.01900000006571645,1,,
1790344035.3076825,137,0.021910429000854492,45.640366054037585,2.986431121826172,0.04889999991064542,,0,,,0,0,,,no_face,0,0.003999999989900971,1,,0,,0,0,,0,hover,0.0170999999227206,1,,
1790344035.379472,138,0.07178950309753418,13.929613061137735,1.9969940185546875,38.59450000004472,,1,,,0,0,,,no_face,0,0.0033999999686784577,1,5.063699999936944,1,,0,0,33.49309999998695,1,hover,0.0144999999065476,1,,
1790344035.3831575,139,0.003685474395751953,271.3354897140639,11.689901351928711,0.06480000001829467,,1,,,0,0,,,no_face,0,0.003400000196052133,1,,0,,0,0,,0,hover,0.012699999842880061,1,,
1790344035.455972,140,0.0728144645690918,13.73353503205569,1.995086669921875,47.53000000005159,,0,,,0,0,,,no_face,0,0.0035000000480067683,1,,0,,0,0,47.49110000011569,1,hover,0.0144999999065476,1,,
1790344035.47592,141,0.01994800567626953,50.13032461634077,2.7937889099121094,0.04100000001017179,,0,,,0,0,,,no_face,0,0.0033000001167238224,1,,0,,0,0,,0,hover,0.013899999885325087,1,,
1790344035.552223,142,0.07630300521850586,13.105643704810054,1.9924640655517578,42.141399999991336,,0,,,0,0,,,no_face,0,0.0033000001167238224,1,5.865900000117108,1,,0,0,36.24130000002879,1,hover,0.014199999895936344,1,,
1790344035.556214,143,0.003991127014160156,250.5557945041816,17.95339584350586,0.05260000011730881,,0,,,0,0,,,no_face,0,0.004800000169780105,1,,0,,0,0,,0,hover,0.01799999995455437,1,,
1790344035.6230302,144,0.06681609153747559,14.966454591842197,2.991199493408203,46.55470000011519,,0,,,0,0,,,no_face,0,0.003999999989900971,1,,0,,0,0,46.50800000013078,1,hover,0.017000000070765964,1,,
1790344035.6270192,145,0.003988981246948242,250.69057438288206,9.083271026611328,0.04059999992023222,,0,,,0,0,,,no_face,0,0.0035000000480067683,1,,0,,0,0,,0,hover,0.014100000043981709,1,,
1790344035.7266452,146,0.09962606430053711,10.037533922682607,1.9941329956054688,47.217999999929816,,1,,,0,0,,,no_face,0,0.0032000000373955118,1,4.627399999890258,1,,0,0,42.552999999998065,1,hover,0.014599999985875911,1,,
