run_id,scenario,trial,t_start,t_end,duration_s,mode_at_start,mode_at_end,battery_at_start,success
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,1,1787927386.4445324,1787927393.846264,7.401731491088867,search_360,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,2,1787927404.4387877,1787927406.3711174,1.9323296546936035,search_360,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,3,1787927407.343137,1787927408.9875002,1.6443631649017334,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,4,1787927409.5125866,1787927410.58773,1.0751433372497559,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,5,1787927411.1224222,1787927412.2470007,1.1245784759521484,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,6,1787927412.7376113,1787927414.1157184,1.3781070709228516,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,7,1787927415.8154805,1787927417.0608213,1.2453408241271973,search_360,search_360,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,8,1787927417.6687517,1787927418.6606157,0.9918639659881592,search_360,search_360,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,9,1787927419.4766188,1787927420.4601803,0.9835615158081055,search_360,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,10,1787927421.1779673,1787927422.2471452,1.0691778659820557,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,11,1787927422.7756286,1787927423.6379557,0.8623270988464355,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,12,1787927424.1850789,1787927425.3176746,1.1325957775115967,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,13,1787927427.3846517,1787927428.4576252,1.0729734897613525,hover,hover,,True
20260828-162845_d1_unauth_h,unauthorized_gesture_rejected,14,1787927429.260451,1787927430.385494,1.1250429153442383,hover,search_360,,True
